algorithm,training_seed,disturbance_type,disturbance_level,num_episodes,success_rate,mean_episode_return,std_episode_return,mean_final_goal_distance,std_final_goal_distance,mean_episode_length,std_episode_length,mean_payload_stability,std_payload_stability,mean_control_effort,std_control_effort,mean_force_imbalance,std_force_imbalance
independent_ddpg,3,observation_noise,0.2,20,1.0,11.081672433681529,0.05952773746504038,0.1828439833748991,0.009570173974846127,65.05,12.651086909827153,1.0415962245153223,0.2202562410711839,236.12016049032042,44.88738483498425,0.30062325492173597,0.0664896844201097
independent_ddpg,7,action_deadzone,0.0,20,1.0,11.12483386281674,0.05169632261887076,0.18461125104329018,0.009084639138273617,68.45,17.261075773024842,0.5195412192197274,0.3855717024018722,191.19134872410828,49.05474311717179,0.2706770059694647,0.07445401626233662
independent_ddpg,7,action_deadzone,0.05,20,1.0,11.124909137897522,0.05118053913981294,0.18454501015467162,0.008924367716334678,68.45,17.261075773024842,0.5195532114263163,0.3855882742129259,191.1822902096299,49.02260938755282,0.2706224408014467,0.0745312936596972
independent_ddpg,7,action_deadzone,0.1,20,1.0,11.123876756969548,0.05272940771187194,0.18479323876415546,0.008947672629156881,68.65,18.146407502951043,0.5204251515778175,0.38718914592199977,191.9664744189879,52.17108870749909,0.27081554580924105,0.0746750305932563
independent_ddpg,7,action_deadzone,0.2,20,1.0,11.124449352641296,0.055875497570617105,0.1834515976293868,0.008097779425402367,68.75,18.104593775875607,0.5221678523582355,0.3900579904786703,192.73559937743775,53.60425008509683,0.2709001722280863,0.07477649448788956
independent_ddpg,7,action_deadzone,0.3,20,1.0,11.123257861376988,0.053078889003244145,0.18581958153991598,0.00915770859209093,68.65,18.146407502951046,0.5165544221889226,0.3938451281023329,191.55898758922336,53.423501151284675,0.26944832498510984,0.0761130001337238
independent_ddpg,7,observation_noise,0.0,20,1.0,11.12483386281674,0.05169632261887076,0.18461125104329018,0.009084639138273617,68.45,17.261075773024842,0.5195412192197274,0.3855717024018722,191.19134872410828,49.05474311717179,0.2706770059694647,0.07445401626233662
independent_ddpg,7,observation_noise,0.02,20,1.0,11.109740669064513,0.055056911215152306,0.18611479722117547,0.010890603009709973,67.9,19.912704223025163,0.4537215724576125,0.2608484339549022,204.78108709814123,55.2785953389162,0.2501232767072015,0.05603496362857009
independent_ddpg,7,observation_noise,0.05,20,1.0,11.105394869142675,0.027618979008358784,0.18433323902595428,0.00916062792117437,63.05,2.5438263760679405,0.33404516149307556,0.09562104000133931,210.90827113122904,9.823810227590096,0.2452254475488711,0.040675565232810636
independent_ddpg,7,observation_noise,0.1,20,1.0,11.060554669172689,0.1270820782175831,0.18382207493111227,0.011373449448307663,71.8,35.959919208386495,0.34517805481918673,0.15589781901252284,256.25981724475497,122.08324502262165,0.23829866065414912,0.0437342790623112
